'대여일자','대여소번호','대여소','대여건수','반납건수'
'201806','2164',' 관악우체국',760,765
'201806','310',' 청계광장 옆',1038,730
'201806','2165',' JK장평타워',363,294
'201806','2167',' 낙성대역 1번출구',591,545
'201806','3518',' 군자역 7번출구뒤',2295,2286
'201806','2169',' 봉천역 2번출구',880,914
'201806','2170',' 조원동서울본병원',417,480
'201806','3517',' 용마사거리',837,1022
'201806','2172',' 나들목공원',614,450
'201806','2173',' 당곡사거리',2376,2496
'201806','2174',' 삼성디지털프라자관악점',551,477
'201806','311',' 서울광장 옆',2447,1818
'201806','2175',' 신림동걷고싶은문화의거리입구',662,638
'201806','3516',' 구의아리수정수센터앞',688,654
'201806','1983',' 구로동롯데아파트',775,682
'201806','1984',' 구로구청',495,552
'201806','1985',' 구로도서관',2035,1988
'201806','1849',' 대륭포스트타워5차',169,90
'201806','1850',' 코오롱테크노밸리',370,338
'201806','1661',' 당현천근린공원',586,566
'201806','1662',' 노원역7번출구',981,753
'201806','312',' 시청역 1번출구 뒤',1693,1688
'201806','1663',' 동해문화예술관앞',1887,1975
'201806','1664',' 노해근린공원내',170,151
'201806','1665',' 양지근린공원앞',481,445
'201806','1666',' 노원소방서인근',646,632
'201806','1667',' 중계중학교',577,591
'201806','1668',' 중계역 6번출구',1227,1157
'201806','1669',' 중계역 3번출구',961,918
'201806','1670',' 노원경찰서교차로',731,736
'201806','1671',' 인덕대학교',652,657
'201806','1672',' 상계동수락리버시티',466,533
'201806','313',' 서울역 광장 파출소 옆',514,506
'201806','1673',' 노원역?5번출구',1415,1393
'201806','1674',' 서울북부고용센터앞',992,828
'201806','1722',' 창동청소년수련관',419,496
'201806','1723',' 방학동학마을도서관',498,739
'201806','1725',' 창1동주민센터',197,262
'201806','1726',' 삼익세라믹아파트교차로',859,1120
'201806','1727',' 서울도봉초등학교인근',250,258
'201806','646',' 장한평역 1번출구 (국민은행앞)',1400,1468
'201806','647',' 신이문역 1번출구',376,435
'201806','110',' 사천교',843,579
'201806','314',' 국립현대미술관',1405,1340
'201806','648',' 장안동위더스빌옆',1170,1315
'201806','650',' 중랑교사거리',1621,1616
'201806','651',' 우리은행청량리지점앞',850,888
'201806','2279',' 교대역 5번출구뒤',855,825
'201806','2281',' 연세사랑병원신관앞',400,414
'201806','2282',' 방배래미안아트힐 101동앞',279,67
'201806','2283',' 그룹한빌딩옆',296,126
'201806','315',' 신한은행 안국역지점 옆',805,825
'201806','2284',' CJ오쇼핑앞',260,169
'201806','2285',' LH서초3단지 301동 맞은편',421,386
'201806','2286',' 탑성마을입구',30,14
'201806','2287',' 능안마을입구',39,23
'201806','2288',' 안골마을입구',47,23
'201806','2289',' 남태령역 2번출구',173,63
'201806','2290',' 서래마을파리15구공원앞',582,634
'201806','1354',' 고려대학교 2번출구',491,535
'201806','274',' 영등포역지하쇼핑센타 5번출구',2316,2621
'201806','316',' 종각역 1번출구 앞',1801,1635
'201806','275',' 신동아아파트',1213,1336
'201806','276',' SK 영등포주유소',1214,1174
'201806','277',' 영등포뉴타운지하상가 2번게이트',1061,1082
'201806','278',' 쌍용플레티넘오피스텔',1026,1002
'201806','827',' 국군복지단',279,254
'201806','828',' 숙대입구역 8번',850,867
'201806','829',' 베르가모앞',1783,1716
'201806','830',' 청암자이아파트앞',467,491
'201806','831',' 이태원관광특구입구',1013,746
'201806','954',' 은평뉴타운구파발9단지',438,336
'201806','956',' 응암시장교차로',181,253
'201806','1449',' 상봉역 1번출구',1171,1148
'201806','1450',' 화랑대역 7번출구',464,584
'201806','1451',' 중랑세무서',1156,1368
'201806','1452',' 겸재교 진입부',540,639
'201806','3519',' 용답역 1번 출구',1345,1635
'201806','2171',' 서울대입구역 5번출구',1112,858
'201806','1165',' 마곡중학교 후문',240,231
'201806','832',' 이촌1동 주민센터 뒤',1419,1449
'201806','318',' 광교사거리 남측',725,708
'201806','834',' 효창공원앞역 3번출구 뒤',1136,1305
'201806','835',' 남영역 건너편',640,567
'201806','836',' 현대자동차서비스 앞',730,768
'201806','837',' 한남나들목 입구',1598,1818
'201806','1453',' 중랑캠핑숲',152,161
'201806','1454',' 한국전력공사(동대문 중랑지사)',543,673
'201806','1355',' 보문2교',1985,2036
'201806','1675',' 월계문화체육센터',144,78
'201806','1677',' 육군사관학교  앞',486,464
'201806','1166',' 강서구립등빛도서관',1076,1170
'201806','1167',' 마곡수명산파크3단지 교차로',1303,1343
'201806','279',' 영등포 푸르지오 아파트',1077,1016
'201806','2063',' 대방역 4번출구',1050,1034
'201806','2064',' 흑석한강푸르지오 106동앞',224,173
'201806','2065',' 서울시여성가족재단',780,797
'201806','2176',' 보라매공원 보도육교',1765,1849
'201806','2292',' 무지개아파트 앞',510,435
'201806','320',' 을지로입구역 4번출구 앞',1719,1673
'201806','2293',' SPC 앞',516,433
'201806','2294',' 두상빌딩 앞',593,603
'201806','2384',' 자곡사거리',1100,1237
'201806','2385',' 학동역',571,533
'201806','1275',' 거여초등학교 옆',343,365
'201806','1047',' 건강보험 강동지사kt',797,910
'201806','321',' KEB 하나은행 본점 앞',1119,970
'201806','1048',' 동부기업(둔촌동)',826,921
'201806','1049',' 강일동 10단지 아파트',443,521
'201806','393',' 동대문역 8번 출구',1293,1340
'201806','394',' 경희궁 자이 3단지',554,498
'201806','395',' 경희궁 자이 2단지',716,717
'201806','1455',' 상봉역 2번 출구',740,624
'201806','838',' 숙대입구역 4번출구',556,585
'201806','3522',' 사근삼거리',1385,1486
'201806','3520',' 광진경찰서',1499,1413
'201806','3521',' 현대홈타운 뒷길',257,178
'201806','322',' 명동성당 앞',784,572
'201806','1456',' 상아빌딩(우림시장 교차로)',546,572
'201806','1457',' 동원사거리',353,350
'201806','1357',' 북한산보국문역',394,389
'201806','1358',' 정릉도서관 앞',364,359
'201806','1359',' 장위뉴타운 꿈에 숲 코오롱 하늘채 앞',483,480
'201806','1360',' 정릉역',336,354
'201806','1537',' 북한산 우이역',295,251
'201806','1538',' 솔밭공원역',330,393
'201806','1539','19민주묘지역',727,808
'201806','1540',' 가오리역',494,503
'201806','1541',' 삼양역',223,183
'201806','1542',' 삼양사거리역',287,263
'201806','1678',' 성서대학교 밀알관',255,204
'201806','1679',' 삼육대 도서관',440,382
'201806','1680',' 삼육대 제3과학관',125,81
'201806','427',' 성산시영아파트',569,574
'201806','750',' 연의근린공원 건너편',226,223
'201806','116',' 일진아이윌아파트 옆',1640,1751
'201806','324',' 신세계백화점 본점 앞',1030,1008
'201806','752',' 성원2차 아파트',527,498
'201806','1168',' 마곡엠밸리10단지 앞',563,537
'201806','1851',' 가산디지털단지 7번출구',808,745
'201806','2297',' 남부터미널역 1번출구',497,420
'201806','2298',' 래미안서초스위트앞',511,424
'201806','2387',' 래미안강남힐즈 사거리',691,753
'201806','1277',' 오금동 송파 참병원',685,868
'201806','1278',' 송파구청 교차로',1623,1610
'201806','1279',' 마천금호어울림 1차아파트 건너편',290,314
'201806','1280',' 송파파크데일 2단지입구 앞 주차장',467,423
'201806','1282',' 송파소방서 맞은편(성내4교)',699,733
'201806','1283',' 오금공원 사거리',364,294
'201806','1285',' 위례별 유치원 뒤',531,517
'201806','1286',' 위례중앙푸르지오 1단지 앞',1097,1163
'201806','1287',' 위례아이파크 101동 맞은편',468,499
'201806','1288',' 문정중교 사거리',1356,1139
'201806','326',' 안국역 5번출구 앞',1544,1202
'201806','1050','  둔촌역 3번 출입구',2002,2095
'201806','1051',' 양지시장 (용성약국앞) 입구',575,679
'201806','1289',' 풍납동 자전거보관소',971,1306
'201806','1543',' 수유1동 주민센터',413,445
'201806','1361',' 홍익중고 입구',829,903
'201806','1681',' 현대6차 아파트',863,946
'201806','1682',' 중계종합사회복지관 교차로',644,566
'201806','3510',' 중곡SK아파트앞',337,362
'201806','3524',' 세종대학교',437,416
'201806','3523',' 건국대학교 과학관(이과대) 앞',949,1008
'201806','327',' 낙원상가 옆',1277,1183
'201806','397',' 종묘공영주차장 건너편',598,507
'201806','328',' 탑골공원 앞',1518,1405
'201806','329',' 청계2가 사거리 옆',1557,1496
'201806','331',' 을지로2가 사거리 북측',1071,1041
'201806','332',' 을지로2가 사거리 남측',714,700
'201806','111',' 상수역 2번출구 앞',1520,1459
'201806','334',' 종로3가역 2번출구 뒤',1937,1843
'201806','335',' 종로3가역 15번출구 앞',1028,1003
'201806','336',' 티마크 호텔 앞',850,679
'201806','337',' 창경궁 입구',521,484
'201806','338',' 세운스퀘어 앞',1262,1191
'201806','339',' 종로4가 사거리',1412,1345
'201806','340',' 혜화동 로터리',1589,1430
'201806','341',' 혜화역 3번출구 뒤',1250,1151
'201806','342',' 대학로 마로니에공원',1946,1907
'201806','343',' 예일빌딩(율곡로) 앞',567,486
'201806','112',' 극동방송국 앞',1703,1740
'201806','344',' 성균관대 E하우스 앞',1120,1115
'201806','345',' 서울보증보험본사 앞',996,1030
'201806','346',' 맥스타일 앞',1655,1786
'201806','347',' 동대문역사문화공원역 9번출구 앞',1545,1412
'201806','349',' 사직동주민센터',773,621
'201806','351',' 청운초교 앞 삼거리',724,652
'201806','352',' 중앙고입구 삼거리',380,174
'201806','353',' 재동초교 앞 삼거리',809,704
'201806','117',' 홍은사거리',2431,2474
'201806','354',' 포르투갈 대사관 앞',834,685
'201806','355',' 서울사대부속초교 앞',1150,1040
'201806','356',' KT혜화지사 앞',1349,1167
'201806','358',' 성대입구 사거리',2892,2906
'201806','359',' 원남동사거리',1148,1174
'201806','361',' 동묘앞역 1번출구 뒤',2140,2205
'201806','362',' 청계8가 사거리',1164,1166
'201806','363',' 신설동역 11번출구 뒤',1241,1296
'201806','364',' 창신역 1번출구 앞',640,562
'201806','113',' 홍대입구역 2번출구 앞',6426,7875
'201806','367',' 독립문역 3-1번출구 ',636,599
'201806','368',' SK 서린빌딩 앞',933,895
'201806','369',' 광화문 시민열린마당',1423,1196
'201806','348',' 독립문역 사거리',921,777
'201806','370',' 시청역(2호선) 9번출구 뒤',985,901
'201806','371',' 동대입구역 6번출구 뒤',638,607
'201806','372',' 약수역 3번출구 뒤',735,726
'201806','373',' 청구 어린이공원',112,97
'201806','374',' 청구역 2번출구 앞',842,824
'201806','118',' 광흥창역 2번출구 앞',1490,1397
'201806','375',' 다산 어린이공원',920,958
'201806','377',' 서울역 4번출구 앞',570,550
'201806','378',' 청계7가 사거리',1319,1277
'201806','379',' 서울역9번출구',647,631
'201806','380',' CJ제일제당 앞',809,751
'201806','381',' 장충체육관',244,155
'201806','382',' 약수역 10번출구 앞',606,597
'201806','383',' 신당역 12번 출구 뒤',1594,1493
'201806','384',' 종로학원본원 ',463,441
'201806','114',' 홍대입구역 8번출구 앞',2548,2552
'201806','142',' 아현역 4번출구 앞',874,843
'201806','143',' 공덕역 2번출구',1158,1248
'201806','144',' 공덕역 8번출구',2762,2920
'201806','145',' 공덕역 5번출구',1224,1269
'201806','146',' 마포역 1번출구 뒤',2126,2184
'201806','147',' 마포역 4번출구 뒤',1897,2203
'201806','148',' 용강동 주민센터 앞',1315,1531
'201806','150',' 서강대역 2번출구 앞',1528,1483
'201806','151',' 망원1동주민센터',1733,1888
'201806','152',' 마포구민체육센터 앞',4769,5344
'201806','119',' 서강나루 공원',1426,1460
'201806','153',' 성산2교 사거리',2316,2425
'201806','154',' 마포구청역 ',2231,2385
'201806','155',' 가좌역1 번출구 뒤',1307,1301
'201806','156',' 서울서부지방법원 앞',1207,1314
'201806','157',' 애오개역 4번출구 앞',1447,1567
'201806','158',' 독립문 어린이 공원',749,717
'201806','159',' 이대역 4번 출구',789,424
'201806','160',' 북아현동 가구거리',698,558
'201806','161',' 무악재역1번 출구',419,422
'201806','162',' 봉원고가차도 밑',1005,458
'201806','120',' 신수동 사거리',627,633
'201806','163',' 명지전문대학교 정문 앞',612,460
'201806','164',' 북가좌1동 주민센터 ',599,499
'201806','165',' 중앙근린공원',957,848
'201806','166',' 가재울 초등학교',1625,1726
'201806','167',' 연가초등학교 옆',565,97
'201806','168',' 남가좌동 사거리',506,361
'201806','169',' 북가좌 삼거리',537,454
'201806','170',' 가재울 뉴타운 주유소 옆',1194,1378
'201806','172',' 서대문소방서',710,624
'201806','121',' 마포소방서 앞',834,773
'201806','173',' 서대문역 8번출구 앞',1047,996
'201806','175',' 홍연2교옆',2062,2182
'201806','179',' 가좌역 4번출구 앞',1468,1394
'201806','180',' 충정로역 7번출구 뒤',796,644
'201806','518',' 청계천 박물관 앞',678,647
'201806','519',' 양지사거리',1056,800
'201806','520',' 상왕십리역 4번 출구 앞',863,702
'201806','521',' 왕십리역 11번 출구 앞',1617,1576
'201806','522',' 금호역 1번출구 앞',195,194
'201806','523',' 옥수동성당 옆',214,73
'201806','122',' 신성기사식당 앞',1172,1172
'201806','524',' 래미안금호하이리버 아파트 102동 옆',384,351
'201806','525',' 한양대병원사거리',2657,2587
'201806','526',' 용답토속공원 앞',850,950
'201806','529',' 장한평역 8번 출구 앞',1010,882
'201806','530',' 청계벽산아파트 앞',946,1058
'201806','533',' 우리은행 금호동 지점 앞',210,458
'201806','534',' 금호사거리',537,534
'201806','535',' 응봉삼거리',764,424
'201806','536',' 행당역 2번출구 앞',724,801
'201806','537',' 한양대후문역 부근',1313,1315
'201806','123',' 문화촌 공원',780,876
'201806','538',' 답십리역 8번출구 앞',855,851
'201806','550',' 서울시설공단 앞',746,737
'201806','539',' 군자교교차로',1381,1354
'201806','540',' 군자역 7번출구 베스트샵 앞',2087,2083
'201806','542',' 강변역 4번출구 뒤',1467,1437
'201806','543',' 구의공원(테크노마트 앞)',980,883
'201806','544',' 광남중학교',684,769
'201806','546',' 잠실대교북단 교차로',1314,1314
'201806','548',' 자양나들목',1583,1526
'201806','549',' 아차산역 3번출구',1695,1755
'201806','124',' 서강대 정문 건너편',1411,1273
'201806','600',' 휘경2동 주민센터',228,209
'201806','601',' 용신동주민센터',658,684
'201806','602',' 장안동 사거리',2087,2460
'201806','604',' 답십리초등학교 옆 공원',435,489
'201806','605',' 신설동역8번출구',808,802
'201806','606',' 휘경공고앞',442,604
'201806','607',' 신이문역 2번출구',513,606
'201806','608',' 전농삼성아파트',317,304
'201806','609',' 제기2교',1342,1353
'201806','125',' 서강대 남문 옆',1523,1529
'201806','610',' 동대문중 교차로',644,634
'201806','612',' 시립동부병원 앞 사거리',1088,1157
'201806','613',' 신설동역 10번출구 앞',1112,1088
'201806','614',' 용두동 사거리',1865,1831
'201806','615',' 용두동 레미안허브리츠아파트 앞',1113,1120
'201806','616',' 서울시립대 앞',494,222
'201806','617',' 청솔우성아파트 앞',690,938
'201806','227',' 양평2나들목 보행통로 입구',1226,1487
'201806','228',' 선유도역 3번출구 앞',2028,2258
'201806','229',' 양평1 보행육교 앞',1153,1282
'201806','126',' 서강대 후문 옆',2193,2198
'201806','231',' 남부고용노동지청 남측',602,559
'201806','232',' 양평우림 이비즈센타 앞',1997,2050
'201806','233',' YP 센터 앞',318,264
'201806','234',' 영등포구민체육센터 앞',525,571
'201806','235',' 신길동 우리은행 옆',626,666
'201806','236',' 문래동자이아파트 앞',1129,1113
'201806','237',' 보라매 두산위브 건너편',909,949
'201806','238',' 제2구민체육센타 앞',1468,1458
'201806','239',' 유스호스텔 앞',1238,1186
'201806','240',' 문래역 4번출구 앞',1336,1199
'201806','127',' 현대벤처빌 앞',604,400
'201806','241',' 신길우성1차아파트 앞 공원',937,1015
'201806','242',' 신길선원가와인아파트 앞',712,691
'201806','243',' 이앤씨드림타워 앞',1058,1025
'201806','244',' 영등포삼환아파트 앞',2077,2154
'201806','245',' 삼성생명 당산사옥 앞',1410,1452
'201806','247',' 당산역 10번출구 앞',3219,3064
'201806','248',' 초원아파트 앞',1681,1857
'201806','249',' 여의도중학교 옆',1154,1351
'201806','250',' 대림아파트 사거리',717,758
'201806','251',' 서울지방병무청 버스정류장',729,713
'201806','101',' (구)합정동 주민센터',832,807
'201806','128',' 신촌역(2호선) 1번출구 옆',1728,1693
'201806','252',' 보라매역4번출구',996,1080
'201806','253',' 신풍역 5번출구 인근',744,807
'201806','254',' 도림신협 앞',279,380
'201806','255',' 도림4거리',639,710
'201806','256',' 동아에코빌입구',721,718
'201806','257',' 신길삼거리(우리은행)',1585,2263
'201806','258',' 신길역3번출구',1284,1180
'201806','259',' 대방역6번출구',2730,2735
'201806','700',' KB국민은행 염창역 지점 앞',1662,1828
'201806','701',' 목동사거리 부근',477,577
'201806','129',' 신촌역(2호선) 6번출구 옆',1153,1134
'201806','702',' 목4동주민센터 옆',456,446
'201806','703',' 오목교역 7번출구 앞',3198,3420
'201806','704',' 남부법원검찰청 교차로',1770,1775
'201806','706',' 신정네거리역',728,900
'201806','707',' 신정3동주민센터',316,236
'201806','708',' 서울출입국관리사무소 앞',1318,1493
'201806','709',' 신정3동 현장민원실 앞',235,180
'201806','710',' 서부화물트럭터미널 사거리',398,420
'201806','711',' 신일해피트리아파트 앞',389,194
'201806','712',' 강월초교입구 사거리',382,513
'201806','130',' 신촌역(2호선) 7번출구 앞',1716,1726
'201806','713',' 양서중학교 옆',291,323
'201806','714',' 한국SGI 양천문화회관 앞',268,309
'201806','800',' 목월공원 앞',811,993
'201806','802',' 한강진역 2번 출구 앞',517,321
'201806','803',' 한남초교 앞 보도육교',396,363
'201806','805',' 문배어린이공원 앞',926,980
'201806','806',' 전자랜드 본관 앞',796,759
'201806','807',' 서울역 12번 출구 앞',755,680
'201806','808',' 서빙고동 금호맨션 앞',326,353
'201806','131',' 증산2교',1356,1527
'201806','809',' 한남 유수지 복개주차장',838,907
'201806','810',' 이태원지하보도',614,547
'201806','811',' 녹사평역1번출구',837,494
'201806','812',' 용산전쟁기념관',505,424
'201806','813',' 삼각지역 3번출구',919,897
'201806','815',' LIG강촌아파트 103동앞',1157,1133
'201806','385',' 종각역 5번출구',1480,1441
'201806','386',' 올림픽기념 국민생활관 앞',777,763
'201806','387',' 훈련원공원주차장 앞',537,518
'201806','181',' 망원초록길 입구',223,194
'201806','132',' 창천문화공원',1204,1106
'201806','182',' 망원2빗물펌프장 앞',1740,1833
'201806','183',' 하늘채코오롱아파트 건너편',3048,2910
'201806','184',' SK망원동주유소 건너편',1501,1499
'201806','185',' 마포 신수공원 앞',1133,1032
'201806','186',' 월드컵공원',1885,2056
'201806','177',' 북가좌 초등학교',585,638
'201806','188',' 홍은동 정원여중 입구',829,875
'201806','191',' 정명학원',675,804
'201806','192',' 연서어린이공원',734,785
'201806','178',' 증산3교 앞',616,661
'201806','133',' 해담는다리',1194,1392
'201806','194',' 증산교 앞',1626,1667
'201806','195',' 모래내고가차도 ',738,568
'201806','196',' 연희교차로 인근',505,388
'201806','198',' 충정2교',731,536
'201806','556',' 달맞이공원',252,253
'201806','557',' 도선동 주민센터 앞',954,963
'201806','558',' 성동광진 교육지원청 앞',1292,1150
'201806','134',' 연세로 명물길',759,705
'201806','559',' 왕십리역 4번 출구 건너편',1997,1982
'201806','560',' 비전교회 앞',1032,1046
'201806','561',' 서울숲역 2번출구 앞',1181,1049
'201806','562',' 군자지하보도 앞',763,734
'201806','563',' 성동세무서 건너편',1252,1444
'201806','564',' 금호역 3번출구',179,91
'201806','565',' 옥수역 3번출구',3345,3761
'201806','567',' 성수역 2번출구 앞',2038,1837
'201806','568',' 청계8가사거리 부근',2161,2210
'201806','135',' 명물길 원형무대 앞',819,825
'201806','569',' 응봉현대아파트 정류소',340,296
'201806','578',' 성동세무서 부근',1200,1229
'201806','579',' 마장역 4번출구',1129,1076
'201806','580',' 신금호역 3번출구 뒤',205,80
'201806','581',' 용답초등학교',467,542
'201806','582',' 경일중학교 앞',770,743
'201806','583',' 청계천 생태교실 앞',3029,3080
'201806','551',' 구의삼성쉐르빌 앞',1712,1710
'201806','552',' 대림아크로리버 앞',506,466
'201806','553',' 중곡 성원APT 앞',881,1001
'201806','136',' 대흥동 주민센터',445,180
'201806','554',' 영남주차장',6,8
'201806','555',' 구의3동주민센터',872,931
'201806','571',' 어린이대공원역6번출구',1774,1451
'201806','572',' 국립정신 건강센터 앞',389,306
'201806','573',' 구의문주차장 앞',1544,1527
'201806','574',' 아차산역4번출구',1740,1337
'201806','575',' 중앙농협 중곡지점',314,337
'201806','576',' 광나루역 3번 출구',1043,1094
'201806','577',' 광진청소년수련관',1244,1427
'201806','621',' 동대문중학교 옆',402,443
'201806','137',' NH농협 신촌지점 앞',631,330
'201806','622',' 전농사거리 교통섬',1069,1202
'201806','623',' 서울시립대 정문 앞',2065,1337
'201806','624',' 전농동 동아아파트 앞',1104,1472
'201806','625',' 답십리초등학교 앞(현대시장 옆)',974,1077
'201806','626',' 군자교 서측 녹지대',808,832
'201806','627',' 장안동삼거리 교통섬',915,1059
'201806','628',' 휘봉고등학교 앞',268,315
'201806','630',' 동대문구 보건소',1026,1008
'201806','631',' 답십리역 1번출구',1472,1482
'201806','102',' 망원역 1번출구 앞',2819,2568
'201806','138',' 신촌동 제1공영주차장 앞',856,807
'201806','633',' 청량리 기업은행 앞',912,994
'201806','634',' 외국어대 정문 앞',2759,2879
'201806','635',' 시조사 앞 (청량고정문 옆)',1386,1415
'201806','636',' 세종대왕기념관 교차로',541,612
'201806','637',' KAIST 경영대학 앞',938,899
'201806','638',' 서울시립대 정보기술관',822,938
'201806','639',' 서울시립대 후문',1433,1092
'201806','640',' KEB하나은행 청량리역지점',621,725
'201806','641',' 용두역 4번출구',1398,1400
'201806','642',' 신답역 사거리',613,588
'201806','140',' 이화여대 후문',746,712
'201806','643',' 동대문구민체육센터 (육교아래)',907,1012
'201806','230',' 영등포구청역 1번출구',2339,2363
'201806','260',' 여의도 마리나선착장 앞',0,9
'201806','262',' 영문초등학교 사거리',1198,1244
'201806','263',' 근로자회관 사거리',1528,1507
'201806','264',' 교보생명보험 앞',817,634
'201806','265',' 영등포유통상가 사거리',669,529
'201806','141',' 연대 대운동장 옆',856,640
'201806','266',' 영등포청과시장 사거리',1111,1164
'201806','267',' 삼성화재 사옥 옆',1196,1089
'201806','268',' 그랜드컨벤션센터 앞',1095,996
'201806','270',' 증권거래소후문교차로',511,494
'201806','271',' 샛강생태공원방문자센터 앞',514,435
'201806','272',' 당산육갑문',3023,3124
'201806','716','신정6동 주민센터 인근',1540,1707
'201806','139',' 연세대 정문 건너편',653,371
'201806','719',' 홍익병원앞 교차로',874,932
'201806','720',' 서울강월초등학교 앞',314,162
'201806','816',' 신용산역 6번출구 앞',3174,3274
'201806','817',' 삼각지역 4번출구 앞',606,574
'201806','818',' 숙명여대 입구 교차로',1182,1319
'201806','819',' 선린인터넷 고등학교',761,817
'201806','820',' 청파동입구 교차로',651,619
'201806','822',' 이촌1동 마을공원',377,337
'201806','823',' 효창동주민센터 앞',263,213
'201806','825',' 서빙고동 주민센터 앞',2246,2565
'201806','199',' 서울 월드컵 경기장',840,526
'201806','388',' 동성중학교 앞',909,866
'201806','584',' 광진광장 교통섬',2213,1710
'201806','585',' 성수2가1동 공영주차장 인근',1485,1520
'201806','586',' 마장동 주민센터',634,683
'201806','900',' 은평예술회관',647,616
'201806','901',' 응암1동사무소',757,800
'201806','200',' 국회의원회관',590,546
'201806','902',' 진관동 은빛초등학교',248,227
'201806','903',' 은평뉴타운 아이파크',427,373
'201806','904',' 은평뉴타운 푸르지오',609,610
'201806','905',' 구파발역 2번출구',1726,2255
'201806','906',' 연신내역 5번출구150M 아래',1862,2019
'201806','907',' CJ 드림시티',3465,4261
'201806','908',' 구산역 4번출구',648,676
'201806','909',' 백련산 힐스테이트 3차',505,223
'201806','911',' 은평평화공원(역촌역4번출구)',1084,1114
'201806','201',' 진미파라곤 앞',1355,1389
'201806','912',' 응암오거리',1441,1871
'201806','913',' 이마트 은평점',2100,2157
'201806','914',' 새절역 2번출구',2173,2693
'201806','915',' 증산역 4번출구',973,1180
'201806','916',' 평생학습관 앞',740,744
'201806','917',' 녹번역 4번출구',798,668
'201806','919',' 서울혁신파크',553,553
'201806','921',' 신도고등학교',400,235
'201806','202',' 국민일보 앞',2349,2570
'201806','922',' 연신내역 4번출구',529,479
'201806','923',' 국민은행 연서지점',459,451
'201806','924',' 메뚜기다리',236,163
'201806','925',' 불광역 2번출구',441,433
'201806','926',' 불광역 8번출구',1306,1354
'201806','927',' 연신내역 3번출구 인근',491,460
'201806','928',' 은평역사한옥박물관',228,158
'201806','930',' 구 서부경찰서 건너편',435,434
'201806','931',' 역촌파출소',1598,2036
'201806','932',' 예일여중',618,589
'201806','933',' LG서비스 역촌점',902,1095
'201806','587',' KEB하나은행 성수중앙지점',681,584
'201806','588',' 뚝섬 유원지역',1359,1287
'201806','1001',' 광진교 남단 사거리(디지털프라자앞)',1364,1367
'201806','1002',' 해공공원(천호동)',889,1104
'201806','1003',' 해공도서관앞',690,702
'201806','1004',' 삼성광나루아파트 버스정류장',941,1256
'201806','1006',' 롯데캐슬 115동앞',498,377
'201806','1007','암사동 선사유적지',129,135
'201806','1008',' 암사역 3번출구(국민은행앞)',1691,2264
'201806','1009',' 천호역4번출구(현대백화점)',2519,2368
'201806','1010',' 강동세무서',1493,1512
'201806','1011',' LIGA 아파트 앞',1988,2130
'201806','1012',' 서울 상운차량',690,644
'201806','1013',' 강동구청역 1번 출입구',898,889
'201806','1014',' 강동구평생학습관앞',882,714
'201806','1015',' 샛마을 근린공원',715,764
'201806','103',' 망원역 2번출구 앞',1977,1769
'201806','204',' 국회의사당역 5번출구 옆',894,849
'201806','1016',' 해뜨는 주유소옆 리엔파크 109동앞',561,666
'201806','1017',' 맥도날드(길동)',1175,1291
'201806','1019',' 다성이즈빌아파트(호원대 대각선 맞은편)',1937,2199
'201806','1020',' 강동경찰서',1276,1373
'201806','1021',' 강일동 리슈빌 빌딩앞',784,873
'201806','1022',' 길동 사거리(초소앞)',980,1004
'201806','589',' 성수역3번출구',1358,1412
'201806','1101',' 개화동상사마을종점 버스정류장',86,129
'201806','1102',' 방화사거리 마을버스 버스정류장',763,824
'201806','1105',' 방화근린공원',244,248
'201806','203',' 국회의사당역 3번출구 옆',1387,1395
'201806','1108',' 공항시장역 1번출구',370,344
'201806','1109',' 공항시장역 4번출구',285,267
'201806','1111',' 마곡엠밸리6_7단지 마곡중학교',658,615
'201806','1112',' 마곡엠밸리4단지 정문',1956,2096
'201806','1113',' 서남환경공원 버스정류장',536,555
'201806','1114',' 서남물재생센터 버스정류장',136,116
'201806','1118',' 증미역 3번출구뒤(등촌두산위브센티움오피스텔)',1693,2060
'201806','1119',' 염창동 한마음아파트앞(염창동 빛나는 음악학원앞)',884,1034
'201806','1120',' 대림경동아파트앞',1292,1504
'201806','1121',' 가양레포츠센터앞',1140,1195
'201806','205',' 산업은행 앞',1336,1344
'201806','1122',' 황금내근린공원',1690,1932
'201806','1123',' 공암나루근린공원 관리사무소옆',1271,1320
'201806','1124',' 발산역 6번출구옆(다이소앞)',1399,1393
'201806','1126',' 우장산역 1번출구옆(우장산아이파크105동앞)',1080,1005
'201806','1127',' 화곡역(에이스정형외과앞) 버스정류장',844,862
'201806','1129',' 화곡역 1번 출구 앞',769,752
'201806','1130',' 화곡본동시장 버스정류장',364,329
'201806','1131',' 꿈돌이공원 앞',970,1078
'201806','1132',' 등촌역 7번출구',861,888
'201806','206',' KBS 앞',1492,1507
'201806','1135',' 강서구의회',693,644
'201806','1136',' 등촌2파출소',355,248
'201806','1137',' 등촌2동주민센터',215,179
'201806','1139',' 용문사 버스정류장',652,634
'201806','1140',' 목동사거리 버스정류장',682,716
'201806','1141',' 곰달래 문화복지센터 1-1',955,1339
'201806','1145',' 곰달래 문화복지센터 1-2',402,454
'201806','1146',' 곰달래사거리',625,878
'201806','1148',' 볏골공원',396,425
'201806','1205',' 종합운동장역 4번출구',1295,1185
'201806','1206',' 9호선종합운동장역 9번출구',1698,1593
'201806','1208',' 풍납현대아파트쉼터',1278,1393
