'대여일자','대여소번호','대여소','대여건수','반납건수'
'201711','419',' 홈플러스 앞',1313,1027
'201711','1936',' 개봉역 1번 출구 자전거보관서쪽',165,231
'201711','1941',' 오류동역 2번출구',88,118
'201711','1943',' 온수역 북측',115,131
'201711','1946',' 구로역 광장',414,334
'201711','1951',' 천왕이펜하우스 4단지 상가 앞',191,177
'201711','1952',' 천왕연지타운2단지 앞',170,161
'201711','1953',' 천왕역 4번출구 뒤',303,307
'201711','2003',' 사육신공원앞',580,611
'201711','2028',' 남성역 2번출구 뒷편',378,506
'201711','2263',' 바우뫼문화복지회관',405,394
'201711','410',' 상암중학교 옆',266,162
'201711','2249',' 우솔초등학교 맞은편',135,135
'201711','2250',' 서초유치원 맞은편',223,189
'201711','2109',' 은천로입구 가로공원',546,566
'201711','2115',' 관악농협농산물백화점',301,224
'201711','2119',' 중앙동 동진빌딩',376,405
'201711','2141',' 미림여고입구 교차로',1085,1090
'201711','2143',' 서울산업정보학교',304,289
'201711','2148',' 낙성대역 3번출구 뒤',446,513
'201711','2246',' 서울시 품질시험소 앞',230,202
'201711','418',' 월드컵경기장역 3번출구 옆',868,878
'201711','2252',' 하이브랜드 앞',710,683
'201711','1210',' 롯데월드타워(잠실역2번출구 쪽)',2139,2070
'201711','1218',' 방이역 4번출구',653,704
'201711','1226',' 잠실4동 주민센터 옆',735,845
'201711','1227',' 거여역 8번출구 뒤',246,259
'201711','1228',' 마천사거리 ',223,299
'201711','1230',' 송파중학교 정문',287,246
'201711','1239',' 문정 법조단지3',118,126
'201711','107',' 신한은행 서교동금융센터점 앞',1341,1677
'201711','411',' DMC홍보관',677,742
'201711','1240',' 문정 법조단지4',207,190
'201711','1241',' 문정 법조단지5',105,72
'201711','1242',' 문정 법조단지6',71,74
'201711','1243',' 문정 법조단지7',591,587
'201711','1244',' 문정 법조단지8',475,460
'201711','1245',' 문정 법조단지9',541,521
'201711','1246',' 문정 법조단지10',340,272
'201711','1247',' 문정 법조단지11',228,210
'201711','1248',' 방이초등학교',838,778
'201711','1249',' 아주중학교건너편',382,423
'201711','412',' DMC산학협력연구센터 앞',982,1018
'201711','1328',' 월곡역 3번출구',548,601
'201711','1411',' 상봉시장앞 교차로 한성빌딩 앞',212,169
'201711','1602',' 광운대역 앞',436,403
'201711','1625',' 상계역(4번출구)',552,530
'201711','1627',' 수락산역 4번출구',138,114
'201711','1706',' 기업은행 앞',196,249
'201711','1914',' 대림역4번출구',564,493
'201711','1925',' 동양미래대학교 정문 옆',654,621
'201711','413',' 상암월드컵파크 3단지 후문',465,309
'201711','1931',' 개봉역(북측광장)',364,409
'201711','2032',' 이수역 11번출구쪽',470,562
'201711','2034',' 사당역 7번출구쪽',309,372
'201711','2203',' 청계산입구역 2번출구',156,112
'201711','2207',' 내곡파출소 신축공사부지 뒤 정자',69,74
'201711','2211',' 서초구립반포도서관 앞',319,303
'201711','2215',' 반포종합운동장 입구',245,236
'201711','2248',' 서초리슈빌S 글로벌 앞',376,332
'201711','417',' DMC역 2번출구 옆',1017,942
'201711','1204',' 거여역 3번출구',198,164
'201711','1303',' 돈암초교 입구',805,819
'201711','2026',' 흑석역 4번출구',325,211
'201711','1221',' 삼전사거리 포스코더샵',637,814
'201711','2113',' 관악동작견인차량보관소',509,489
'201711','2264',' 이수역 1번출구',601,562
'201711','1955',' 디지털입구 교차로',449,431
'201711','2351',' 청소년수련관(수영장)앞',97,102
'201711','446',' 상명대입구',283,225
'201711','447',' 신영동삼거리',164,97
'201711','414',' 상암동주민센터 옆',578,530
'201711','449',' 일성아파트',54,18
'201711','1440',' 하나은행 면목지점',277,352
'201711','389',' 을지로4가역 1번출구',544,517
'201711','390',' 충무로역 1번출구',585,533
'201711','826',' 서울역 서부교차로2',679,649
'201711','1305',' 성북구청',703,920
'201711','1501',"' 미아역 3번,4번 출구 사이'",308,317
'201711','2265',' 이수고가차도 남단',468,485
'201711','415',' DMC역 9번출구 앞',1796,1437
'201711','2110',' 조원동 미성아파트',257,244
'201711','2139',' 서울신성초등학교',815,842
'201711','2156',' 농협 관악문성지점',315,294
'201711','2354',' 청담역 2번출구',122,103
'201711','2356',' 강남구청',164,153
'201711','2355',' 삼성역 5~6번 출구 사이',660,612
'201711','2360',' 도곡1동 주민센터 교차로',326,280
'201711','2358',' 구룡초사거리 (현대아파트10동 앞 )',308,323
'201711','2359',"' 국립국악중,고교 정문 맞은편'",137,139
'201711','2349',' 역삼빌딩 앞(하나은행 옆)',488,323
'201711','416',' 상암월드컵파크 1단지 교차로',669,365
'201711','2350',' 래미안그레이튼102동앞',207,209
'201711','2347',' 두산건설 본사',213,135
'201711','2352',' 서울본부세관(건설회관 앞)',196,113
'201711','2353',' 강남구청역 2번출구 뒤',370,189
'201711','1642',' 서울여대 남문',545,389
'201711','2111',' 서울대입구역 1번출구',472,434
'201711','2357',' 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞)',194,157
'201711','594',' 중랑물재생센터(서울새활용플라자)',296,361
'201711','422',' 문화비축기지',211,209
'201711','2224',' 방배경찰서 민원봉사실 앞',257,282
'201711','500',' 어린이대공원역 3번출구 앞',1549,1221
'201711','1641',' 한내근린공원 남측',152,153
'201711','1640',' 한내근린공원 북측',223,216
'201711','590',' 건국대학교 (입학정보관)',1262,1299
'201711','591',' 건국대학교 (행정관)',391,405
'201711','592',' 건국대학교 학생회관',1379,1584
'201711','1149',' 신방화역환승주차장',327,324
'201711','2136',' 신림역 8번출구',633,749
'201711','391',' 정동길입구',431,312
'201711','450',' 효자동 삼거리',502,435
'201711','451',' 청와대앞길',306,236
'201711','501',' 광진구의회 앞',1261,1372
'201711','593','자양중앙나들목',335,361
'201711','1250','문정2동 주민센터',95,101
'201711','7','이동정비',1,0
'201711','3501',' 광진구청 앞',441,444
'201711','3502',' 중곡역 1번출구',5,1
'201711','3504',' 원일교회',230,201
'201711','3505',' 신양초교앞 교차로',142,113
'201711','502',' 뚝섬유원지역 1번출구 앞',1498,1735
'201712','108',' 서교동 사거리',399,448
'201712','503',' 더샵스타시티 C동 앞',350,317
'201712','733',' 신정이펜하우스314동',0,1
'201712','737',' 장수공원',0,1
'201712','504',' 신자초교입구교차로',399,450
'201712','505',' 자양사거리 광진아크로텔 앞',439,436
'201712','937',' 상림마을 롯데캐슬2단지 옆',1,1
'201712','938',' 금암 문화공원',1,1
'201712','942',' 상림마을 생태공원',0,1
'201712','506',' 금호 어울림 아파트 앞',102,87
'201712','945',' 기자촌 사거리',1,1
'201712','949',' 연신내역 1번 출구 ',1,0
'201712','952',' 서울연신중학교',0,1
'201712','953',' 서울연신초등학교',1,0
'201712','507',' 성수아이에스비즈타워 앞',217,259
'201712','1023',' 한국종합기술사옥 앞',15,13
'201712','1024','  강동구청 앞',115,109
'201712','1025',' 상일초등학교',8,7
'201712','1026',' 대명초교 입구 교차로',38,46
'201712','1027',' 프라자 아파트 앞',24,37
'201712','1028',' 포레스 주상복합 빌딩',51,54
'201712','1029',' 롯데 시네마',114,110
'201712','1030',' 미호 플랜트 앞',82,78
'201712','1031',' 암사동 CBIS',13,14
'201712','1032',' 선사고등학교',19,27
'201712','508',' 성수아카데미타워 앞',271,224
'201712','1033',' 고덕동 아남아파트',85,75
'201712','1034',' 고덕동 래미안 힐스테이트',11,18
'201712','1035',' 고덕역 4번출구',154,111
'201712','1036',' 고덕동 주양쇼핑',36,47
'201712','1037',' 강일 6단지',6,6
'201712','1038',' 강일 다솜 어린이 공원',22,18
'201712','1039',' 고덕초등학교',15,16
'201712','1040',' 강일동 에너지 마루',1,0
'201712','1041',' 묘곡초등학교',67,81
'201712','1042','5단지 사이',14,16
'201712','509',' 이마트 버스정류소 옆',553,591
'201712','1044',' 굽은다리역',91,93
'201712','510',' 서울숲 남문 버스정류소 옆',89,91
'201712','1251',' 석촌역 2번출구',30,28
'201712','1253',' 오금역 3번 출구 뒤',55,33
'201712','1256',' 문정현대아파트 교차로',111,68
'201712','1257',' 가락시장역 롯데마트앞',91,105
'201712','1258',' 가락미륭아파트 앞',92,52
'201712','1259',' 방이역 1번출구',95,127
'201712','511',' 서울숲역 4번 출구 옆',193,209
'201712','1261',' 석촌역 1번출구 앞',46,39
'201712','1262',' 송파여성문화회관 앞',98,105
'201712','1263',' 장지공영차고지',38,34
'201712','1264',' 천호역 10번 출구 앞',80,84
'201712','1265',' 문정동 근린공원',87,83
'201712','1266',' 문정동 글샘 공원',10,27
'201712','1267',' 올림픽공원 남2문 앞',91,103
'201712','1269',' 리센츠아파트 ',105,104
'201712','1271',' 송파도서관',129,118
'201712','512',' 뚝섬역 1번 출구 옆',419,475
'201712','1274',' 영파여고 앞',73,67
'201712','1442',' (구)신한은행 중랑교지점',53,66
'201712','1443',' 구립망우청소년독서실',66,72
'201712','1445',' 용마지구대',7,9
'201712','1446',' 중랑전화국 교차로',103,107
'201712','1447',' 면목역 3번출구',36,40
'201712','1448',' 코스트코 상봉점',168,171
'201712','109',' 제일빌딩 앞',324,323
'201712','400',' 상암한화오벨리스크 1차 앞',289,263
'201712','1526',' 수유동 채선당앞',19,7
'201712','1527',' 미아역 1번 출구 뒤',51,48
'201712','1528',' 삼각산동 주민센터',44,33
'201712','1529',' 미아동 한국전력공사',124,116
'201712','1530',' 광산사거리',47,90
'201712','1531',' 미아사거리 1번 출구',131,157
'201712','1532',' 번3동 주민센터 교차로',37,24
'201712','1533',"' 번동 주공3, 4단지 교차로'",46,49
'201712','1534',' 북서울 꿈의 숲 동문',52,42
'201712','1535',' 효성인텔리안 앞',87,78
'201712','513',' 뚝섬역 5번 출구 정류소 옆',369,400
'201712','1536',' 번동 두산위브 101동 옆',47,52
'201712','1643',' 태릉입구역 8번출구',63,58
'201712','1646',' 삼육대 입구',14,9
'201712','1650',' 중계근린공원내',98,101
'201712','1651',' 맥도날드 상계점 앞',23,28
'201712','514',' 성수사거리 버스정류장 앞',635,640
'201712','1652',' 파르코 앞',2,5
'201712','1654',' 당고개입구 오거리',11,9
'201712','1655',' 공릉1단지아파트',102,133
'201712','1656',' 중앙하이츠 아파트 입구',73,53
'201712','1657',' 노원구청 ',41,51
'201712','1659',' 중계동 을지중학교',35,26
'201712','1660',' 서울시립과학관',27,17
'201712','515',' 광양중학교 앞',110,109
'201712','1714',' 도봉문화정보도서관 삼거리',14,11
'201712','1715',' 서울특별시교육청도봉도서관',44,36
'201712','1716',' 하나로마트 창동점',33,45
'201712','1717',' 시립창동운동장 입구',22,26
'201712','1719',' 신도봉사거리 버스정류장',6,15
'201712','1720',' 도봉구청 옆(중랑천변)',39,35
'201712','1721',' 창동역 2번출구 ',20,13
'201712','516',' 광진메디칼 앞',252,262
'201712','1840',' 솔브레인이엔지 뒤편',28,31
'201712','1841',' 가산동 주민센터',46,40
'201712','1842',' 한울중학교',21,17
'201712','1843',' 독산고등학교',35,33
'201712','1845',' 롯데캐슬골드파크1차 서문',29,39
'201712','300',' 정동사거리',565,470
'201712','2268',' 서초4동주민센터 ',29,25
'201712','2269',' 주홍교 하부',36,32
'201712','2272',' 교대입구 교차로',29,16
'201712','2273',' 일동제약 사거리',67,85
'201712','2274',' 양재시민의숲역 3번출구',58,69
'201712','2275',' 염곡치안센터 건너편',5,9
'201712','2276',' 영동1교 (양재천근린공원)',35,37
'201712','301',' 경복궁역 7번출구 앞',446,375
'201712','2362',' 신사동 가로수길 입구',75,71
'201712','2363',' 강남 을지병원 교차로',1,1
'201712','2364',' 도산대로 렉서스 앞',31,42
'201712','2365',' K+ 타워 앞',36,45
'201712','2368',' 도곡동 경남아파트 건너편',97,68
'201712','2370',' 한티역 3번출구',79,72
'201712','302',' 경복궁역 4번출구 뒤',648,612
'201712','2371',' 한국우편사업진흥원',33,27
'201712','2372',' 대치역 사거리',107,159
'201712','2373',' 개포동역 사거리',60,54
'201712','2375',' 수서역 1번출구 앞',15,17
'201712','2377',' 수서역 5번출구 뒤',56,50
'201712','303',' 광화문역 1번출구 앞',527,483
'201712','3506',' 영동대교 북단',172,161
'201712','3507',' 어린이회관',113,86
'201712','3508',' 화양사거리',271,250
'201712','3509',' 세종사이버대학교',399,454
'201712','3511',' 응봉역 1번출구',23,26
'201712','3513',' 상왕십리역 1번출구',189,123
'201712','3514',' 왕십리교회옆',122,94
'201712','115',' 사루비아 빌딩 앞',486,406
'201712','304',' 광화문역 2번출구 앞',500,651
'201712','1336',' 성북3교 위',129,121
'201712','1337',' 돈암성당 옆',162,164
'201712','1338',' 용문2교 옆',97,108
'201712','1339',' 삼성전자서비스 성북센터',41,41
'201712','1340',' 광운초등학교 앞',44,31
'201712','1342',' 성북쉼터 앞',30,13
'201712','1343',' 한성대7번출구 앞',92,41
'201712','1344',' 아리랑시네센터 앞',64,45
'201712','305',' 종로구청 옆',42,38
'201712','1346',' 길음8골어린이공원 옆',100,66
'201712','1347',' 길음래미안아파트817동 상가 앞',29,27
'201712','1348',' 성북제일새마을금고 본점 앞',51,45
'201712','1349',' 월계2교 버스정류장 앞',14,13
'201712','1351',' SK제삼주유소 앞',75,93
'201712','1352',' e 편한세상 보문아파트 내',29,20
'201712','1353',' 금호어울림센터힐 내',19,12
'201712','1956',' 도야미리숫불갈비 앞',18,12
'201712','1957',' 구일고등학교 정문 ',53,58
'201712','306',' 광화문역 7번출구 앞',345,310
'201712','1958',' 강서수도사업소민원센터',60,59
'201712','1960',' 화광신문사 앞',57,47
'201712','1961',' 신도림테크노근린공원',75,56
'201712','1962',' 가리봉동주민센터',84,82
'201712','1963',' 디지털단지오거리',29,38
'201712','1965',' 삼환로즈빌아파트 105동 옆',1,1
'201712','307',' 서울역사박물관 앞',501,466
'201712','1975',' 대림역 1번 출입구 밑',44,52
'201712','1976',' 남구로역 5번 출입구 앞',37,31
'201712','308',' 광화문 S타워 앞',251,212
'201712','1979',' 구로1동우체국 앞',23,18
'201712','309',' 광화문역 6번출구 옆',360,307
'201712','310',' 청계광장 옆',313,248
'201712','311',' 서울광장 옆',765,671
'201712','312',' 시청역 1번출구 뒤',509,528
'201712','313',' 서울역 광장 파출소 옆',177,206
'201712','110',' 사천교',117,100
'201712','314',' 국립현대미술관',477,458
'201712','315',' 신한은행 안국역지점 옆',315,307
'201712','316',' 종각역 1번출구 앞',659,676
'201712','827',' 국군복지단',29,11
'201712','828',' 숙대입구역 8번',36,63
'201712','318',' 광교사거리 남측',167,171
'201712','320',' 을지로입구역 4번출구 앞',390,475
'201712','321',' KEB 하나은행 본점 앞',410,429
'201712','322',' 명동성당 앞',189,142
'201712','116',' 일진아이윌아파트 옆',641,719
'201712','324',' 신세계백화점 본점 앞',280,270
'201712','326',' 안국역 5번출구 앞',492,401
'201712','327',' 낙원상가 옆',604,615
'201712','328',' 탑골공원 앞',521,431
'201712','329',' 청계2가 사거리 옆',370,401
'201712','330',' 청계천 한빛광장',312,357
'201712','331',' 을지로2가 사거리 북측',343,410
'201712','332',' 을지로2가 사거리 남측',234,216
'201712','111',' 상수역 2번출구 앞',343,275
'201712','334',' 종로3가역 2번출구 뒤',536,567
'201712','335',' 종로3가역 15번출구 앞',353,372
'201712','336',' 티마크 호텔 앞',267,261
'201712','337',' 창경궁 입구',114,99
'201712','338',' 세운스퀘어 앞',584,522
'201712','339',' 종로4가 사거리',569,526
'201712','340',' 혜화동 로터리',179,171
'201712','341',' 혜화역 3번출구 뒤',411,352
'201712','342',' 대학로 마로니에공원',500,578
'201712','343',' 예일빌딩(율곡로) 앞',178,156
'201712','112',' 극동방송국 앞',439,390
'201712','344',' 성균관대 E하우스 앞',520,550
'201712','345',' 서울보증보험본사 앞',320,419
'201712','346',' 맥스타일 앞',541,610
'201712','347',' 동대문역사문화공원역 9번출구 앞',365,327
'201712','349',' 사직동주민센터',375,258
'201712','351',' 청운초교 앞 삼거리',296,256
'201712','352',' 중앙고입구 삼거리',90,36
'201712','353',' 재동초교 앞 삼거리',201,231
'201712','117',' 홍은사거리',336,337
'201712','354',' 포르투갈 대사관 앞',381,308
'201712','355',' 서울사대부속초교 앞',337,342
'201712','356',' KT혜화지사 앞',416,435
'201712','358',' 성대입구 사거리',1015,951
'201712','359',' 원남동사거리',486,539
'201712','361',' 동묘앞역 1번출구 뒤',487,577
'201712','362',' 청계8가 사거리',324,296
'201712','363',' 신설동역 11번출구 뒤',281,329
'201712','364',' 창신역 1번출구 앞',315,154
'201712','113',' 홍대입구역 2번출구 앞',1787,2142
'201712','367',' 독립문역 3-1번출구 ',219,181
'201712','368',' SK 서린빌딩 앞',189,284
'201712','369',' 광화문 시민열린마당',325,281
'201712','348',' 독립문역 사거리',288,252
'201712','370',' 시청역(2호선) 9번출구 뒤',272,230
'201712','371',' 동대입구역 6번출구 뒤',145,140
'201712','372',' 약수역 3번출구 뒤',126,123
'201712','373',' 청구 어린이공원',32,21
'201712','374',' 청구역 2번출구 앞',196,227
'201712','118',' 광흥창역 2번출구 앞',300,310
'201712','375',' 다산 어린이공원',184,204
'201712','377',' 서울역 4번출구 앞',145,138
'201712','378',' 청계7가 사거리',450,446
'201712','379',' 서울역9번출구',156,138
'201712','380',' CJ제일제당 앞',243,218
'201712','381',' 장충체육관',42,6
'201712','382',' 약수역 10번출구 앞',120,145
'201712','383',' 신당역 12번 출구 뒤',455,397
'201712','384',' 종로학원본원 ',65,63
'201712','114',' 홍대입구역 8번출구 앞',682,697
'201712','142',' 아현역 4번출구 앞',269,225
'201712','143',' 공덕역 2번출구',223,372
'201712','144',' 공덕역 8번출구',429,505
'201712','145',' 공덕역 5번출구',339,359
'201712','146',' 마포역 1번출구 뒤',298,394
'201712','147',' 마포역 4번출구 뒤',236,347
'201712','148',' 용강동 주민센터 앞',272,359
'201712','150',' 서강대역 2번출구 앞',333,362
'201712','151',' 망원1동주민센터',310,418
'201712','152',' 마포구민체육센터 앞',449,686
'201712','119',' 서강나루 공원',280,290
'201712','153',' 성산2교 사거리',643,667
'201712','154',' 마포구청역 ',464,543
'201712','155',' 가좌역1 번출구 뒤',377,377
'201712','156',' 서울서부지방법원 앞',338,458
'201712','157',' 애오개역 4번출구 앞',331,358
'201712','158',' 독립문 어린이 공원',283,291
'201712','159',' 이대역 4번 출구',237,91
'201712','160',' 북아현동 가구거리',219,161
'201712','161',' 무악재역1번 출구',81,72
'201712','162',' 봉원고가차도 밑',285,95
'201712','120',' 신수동 사거리',237,252
'201712','163',' 명지전문대학교 정문 앞',125,87
'201712','164',' 북가좌1동 주민센터 ',176,138
'201712','165',' 중앙근린공원',202,141
'201712','166',' 가재울 초등학교',373,397
'201712','167',' 연가초등학교 옆',184,46
'201712','168',' 남가좌동 사거리',122,69
'201712','169',' 북가좌 삼거리',125,82
'201712','170',' 가재울 뉴타운 주유소 옆',254,292
'201712','171',' 임광빌딩 앞',173,215
'201712','172',' 서대문소방서',156,115
'201712','121',' 마포소방서 앞',239,259
'201712','173',' 서대문역 8번출구 앞',266,253
'201712','175',' 홍연2교옆',506,504
'201712','179',' 가좌역 4번출구 앞',407,422
'201712','180',' 충정로역 7번출구 뒤',244,178
'201712','518',' 청계천 박물관 앞',118,147
'201712','519',' 양지사거리',173,157
'201712','520',' 상왕십리역 4번 출구 앞',258,170
'201712','521',' 왕십리역 11번 출구 앞',341,334
'201712','522',' 금호역 1번출구 앞',71,80
'201712','523',' 옥수동성당 옆',35,5
'201712','122',' 신성기사식당 앞',407,383
'201712','524',' 래미안금호하이리버 아파트 102동 옆',39,47
'201712','525',' 한양대병원사거리',409,353
'201712','526',' 용답토속공원 앞',237,318
'201712','529',' 장한평역 8번 출구 앞',527,454
'201712','530',' 청계벽산아파트 앞',219,305
'201712','533',' 우리은행 금호동 지점 앞',31,60
'201712','534',' 금호사거리',78,54
'201712','535',' 응봉삼거리',173,113
'201712','536',' 행당역 2번출구 앞',119,134
'201712','537',' 한양대후문역 부근',295,313
'201712','123',' 문화촌 공원',130,170
'201712','538',' 답십리역 8번출구 앞',213,230
'201712','550',' 서울시설공단 앞',200,212
'201712','539',' 군자교교차로',224,181
'201712','540',' 군자역 7번출구 베스트샵 앞',780,823
'201712','542',' 강변역 4번출구 뒤',149,147
'201712','543',' 구의공원(테크노마트 앞)',176,145
'201712','544',' 광남중학교',92,101
'201712','546',' 잠실대교북단 교차로',321,304
'201712','548',' 자양나들목',429,343
'201712','549',' 아차산역 3번출구',409,376
'201712','124',' 서강대 정문 건너편',389,286
'201712','600',' 휘경2동 주민센터',129,109
'201712','601',' 용신동주민센터',196,200
'201712','602',' 장안동 사거리',310,466
'201712','604',' 답십리초등학교 옆 공원',99,118
'201712','605',' 신설동역8번출구',188,191
'201712','606',' 휘경공고앞',40,81
'201712','607',' 신이문역 2번출구',68,80
'201712','608',' 전농삼성아파트',79,104
'201712','609',' 제기2교',272,250
'201712','125',' 서강대 남문 옆',413,464
'201712','610',' 동대문중 교차로',178,139
'201712','612',' 시립동부병원 앞 사거리',257,229
'201712','613',' 신설동역 10번출구 앞',292,307
'201712','614',' 용두동 사거리',481,485
'201712','615',' 용두동 레미안허브리츠아파트 앞',253,312
'201712','616',' 서울시립대 앞',188,68
'201712','617',' 청솔우성아파트 앞',154,220
'201712','227',' 양평2나들목 보행통로 입구',156,198
'201712','228',' 선유도역 3번출구 앞',354,282
'201712','229',' 양평1 보행육교 앞',167,210
'201712','126',' 서강대 후문 옆',676,773
'201712','231',' 남부고용노동지청 남측',184,152
'201712','232',' 양평우림 이비즈센타 앞',539,569
'201712','233',' YP 센터 앞',46,24
'201712','234',' 영등포구민체육센터 앞',123,101
'201712','235',' 신길동 우리은행 옆',174,222
'201712','236',' 문래동자이아파트 앞',210,246
'201712','237',' 보라매 두산위브 건너편',185,275
'201712','238',' 제2구민체육센타 앞',503,538
'201712','239',' 유스호스텔 앞',333,308
'201712','240',' 문래역 4번출구 앞',292,290
'201712','127',' 현대벤처빌 앞',218,115
'201712','241',' 신길우성1차아파트 앞 공원',125,123
'201712','242',' 신길선원가와인아파트 앞',211,195
'201712','243',' 이앤씨드림타워 앞',283,270
'201712','244',' 영등포삼환아파트 앞',415,438
'201712','245',' 삼성생명 당산사옥 앞',321,351
'201712','247',' 당산역 10번출구 앞',572,544
'201712','248',' 초원아파트 앞',139,133
'201712','249',' 여의도중학교 옆',63,53
'201712','250',' 대림아파트 사거리',138,135
'201712','251',' 서울지방병무청 버스정류장',178,161
'201712','101',' (구)합정동 주민센터',157,156
'201712','128',' 신촌역(2호선) 1번출구 옆',593,641
'201712','252',' 보라매역4번출구',276,288
'201712','253',' 신풍역 5번출구 인근',279,231
'201712','254',' 도림신협 앞',71,98
'201712','255',' 도림4거리',128,172
'201712','256',' 동아에코빌입구',170,155
'201712','257',' 신길삼거리(우리은행)',291,361
'201712','258',' 신길역3번출구',355,441
'201712','259',' 대방역6번출구',768,710
'201712','700',' KB국민은행 염창역 지점 앞',191,184
'201712','701',' 목동사거리 부근',56,57
'201712','129',' 신촌역(2호선) 6번출구 옆',305,305
'201712','702',' 목4동주민센터 옆',117,142
'201712','703',' 오목교역 7번출구 앞',601,675
'201712','704',' 남부법원검찰청 교차로',225,224
'201712','706',' 신정네거리역',102,153
'201712','707',' 신정3동주민센터',94,62
'201712','708',' 서울출입국관리사무소 앞',197,203
'201712','709',' 신정3동 현장민원실 앞',50,27
'201712','710',' 서부화물트럭터미널 사거리',58,43
'201712','711',' 신일해피트리아파트 앞',68,31
'201712','712',' 강월초교입구 사거리',87,111
'201712','130',' 신촌역(2호선) 7번출구 앞',404,430
'201712','713',' 양서중학교 옆',61,45
'201712','714',' 한국SGI 양천문화회관 앞',81,96
'201712','800',' 목월공원 앞',205,247
'201712','802',' 한강진역 2번 출구 앞',96,33
'201712','803',' 한남초교 앞 보도육교',59,65
'201712','805',' 문배어린이공원 앞',192,257
'201712','806',' 전자랜드 본관 앞',234,204
'201712','807',' 서울역 12번 출구 앞',162,165
'201712','808',' 서빙고동 금호맨션 앞',38,64
'201712','131',' 증산2교',216,248
'201712','809',' 한남 유수지 복개주차장',146,180
'201712','810',' 이태원지하보도',102,81
'201712','811',' 녹사평역1번출구',303,179
'201712','812',' 용산전쟁기념관',89,87
'201712','813',' 삼각지역 3번출구',135,159
'201712','815',' LIG강촌아파트 103동앞',100,118
'201712','385',' 종각역 5번출구',517,549
'201712','386',' 올림픽기념 국민생활관 앞',222,172
'201712','387',' 훈련원공원주차장 앞',104,111
'201712','181',' 망원초록길 입구',23,13
'201712','132',' 창천문화공원',296,333
'201712','182',' 망원2빗물펌프장 앞',125,126
'201712','183',' 하늘채코오롱아파트 건너편',684,647
'201712','184',' SK망원동주유소 건너편',367,417
'201712','185',' 마포 신수공원 앞',327,213
'201712','186',' 월드컵공원',96,124
'201712','177',' 북가좌 초등학교',73,80
'201712','188',' 홍은동 정원여중 입구',144,114
'201712','191',' 정명학원',204,234
'201712','192',' 연서어린이공원',227,208
'201712','178',' 증산3교 앞',222,221
'201712','133',' 해담는다리',186,223
'201712','194',' 증산교 앞',372,350
'201712','195',' 모래내고가차도 ',189,116
'201712','196',' 연희교차로 인근',148,110
'201712','198',' 충정2교',212,162
'201712','556',' 달맞이공원',43,32
'201712','557',' 도선동 주민센터 앞',291,242
'201712','558',' 성동광진 교육지원청 앞',223,224
'201712','134',' 연세로 명물길',164,204
'201712','559',' 왕십리역 4번 출구 건너편',372,371
'201712','560',' 비전교회 앞',288,273
'201712','561',' 서울숲역 2번출구 앞',225,219
'201712','562',' 군자지하보도 앞',183,139
'201712','563',' 성동세무서 건너편',529,818
'201712','564',' 금호역 3번출구',18,13
'201712','565',' 옥수역 3번출구',273,381
'201712','567',' 성수역 2번출구 앞',791,746
'201712','568',' 청계8가사거리 부근',547,562
'201712','135',' 명물길 원형무대 앞',140,183
'201712','569',' 응봉현대아파트 정류소',72,81
'201712','578',' 성동세무서 부근',282,328
'201712','579',' 마장역 4번출구',199,161
'201712','580',' 신금호역 3번출구 뒤',70,10
'201712','581',' 용답초등학교',208,255
'201712','582',' 경일중학교 앞',174,135
'201712','583',' 청계천 생태교실 앞',230,192
'201712','551',' 구의삼성쉐르빌 앞',373,400
'201712','552',' 대림아크로리버 앞',65,99
'201712','553',' 중곡 성원APT 앞',150,123
'201712','136',' 대흥동 주민센터',111,31
'201712','555',' 구의3동주민센터',120,139
'201712','571',' 어린이대공원역6번출구',487,369
'201712','572',' 국립정신 건강센터 앞',81,51
'201712','573',' 구의문주차장 앞',478,389
'201712','574',' 아차산역4번출구',311,155
'201712','575',' 중앙농협 중곡지점',37,58
'201712','576',' 광나루역 3번 출구',123,117
'201712','577',' 광진청소년수련관',194,217
'201712','621',' 동대문중학교 옆',124,129
'201712','137',' NH농협 신촌지점 앞',172,87
'201712','622',' 전농사거리 교통섬',203,325
'201712','623',' 서울시립대 정문 앞',561,271
'201712','624',' 전농동 동아아파트 앞',410,431
'201712','625',' 답십리초등학교 앞(현대시장 옆)',277,342
'201712','626',' 군자교 서측 녹지대',127,111
'201712','627',' 장안동삼거리 교통섬',164,156
'201712','628',' 휘봉고등학교 앞',45,50
'201712','630',' 동대문구 보건소',380,356
'201712','631',' 답십리역 1번출구',358,384
'201712','102',' 망원역 1번출구 앞',613,581
'201712','138',' 신촌동 제1공영주차장 앞',291,236
'201712','633',' 청량리 기업은행 앞',369,431
'201712','634',' 외국어대 정문 앞',362,448
'201712','635',' 시조사 앞 (청량고정문 옆)',282,268
'201712','636',' 세종대왕기념관 교차로',120,172
'201712','637',' KAIST 경영대학 앞',182,179
'201712','638',' 서울시립대 정보기술관',90,271
'201712','639',' 서울시립대 후문',388,284
'201712','640',' KEB하나은행 청량리역지점',170,193
'201712','641',' 용두역 4번출구',302,336
'201712','642',' 신답역 사거리',147,175
'201712','140',' 이화여대 후문',245,284
'201712','643',' 동대문구민체육센터 (육교아래)',164,142
