'대여일자','대여소번호','대여소','대여건수','반납건수'
'201705','186',' 월드컵공원',2205,2352
'201705','177',' 북가좌 초등학교',223,231
'201705','188',' 홍은동 정원여중 입구',672,694
'201705','191',' 정명학원',396,450
'201705','192',' 연서어린이공원',420,387
'201705','178',' 증산3교 앞',468,444
'201705','133',' 해담는다리',641,723
'201705','194',' 증산교 앞',1157,1306
'201705','195',' 모래내고가차도 ',749,542
'201705','196',' 연희교차로 인근',554,497
'201705','198',' 충정2교',647,566
'201705','556',' 달맞이공원',270,255
'201705','557',' 도선동 주민센터 앞',544,592
'201705','558',' 성동광진 교육지원청 앞',768,686
'201705','134',' 연세로 명물길',692,690
'201705','559',' 왕십리역 4번 출구 건너편',1241,1229
'201705','560',' 비전교회 앞',642,657
'201705','561',' 서울숲역 2번출구 앞',1095,1045
'201705','562',' 군자지하보도 앞',560,510
'201705','563',' 성동세무서 건너편',812,1105
'201705','564',' 금호역 3번출구',68,58
'201705','565',' 옥수역 3번출구',1815,2162
'201705','567',' 성수역 2번출구 앞',1484,1189
'201705','568',' 청계8가사거리 부근',1308,1342
'201705','135',' 명물길 원형무대 앞',822,828
'201705','569',' 응봉현대아파트 정류소',283,234
'201705','578',' 성동세무서 부근',722,726
'201705','579',' 마장역 4번출구',826,684
'201705','580',' 신금호역 3번출구 뒤',194,53
'201705','581',' 용답초등학교',484,589
'201705','582',' 경일중학교 앞',433,336
'201705','583',' 청계천 생태교실 앞',1794,1943
'201705','551',' 구의삼성쉐르빌 앞',684,774
'201705','552',' 대림아크로리버 앞',225,200
'201705','553',' 중곡 성원APT 앞',515,590
'201705','136',' 대흥동 주민센터',423,126
'201705','554',' 아차산역 사거리',496,356
'201705','555',' 구의3동주민센터',235,219
'201705','571',' 어린이대공원역6번출구',1292,1164
'201705','572',' 국립정신 건강센터 앞',485,530
'201705','573',' 구의문주차장 앞',1317,1227
'201705','574',' 아차산역4번출구',952,713
'201705','575',' 중앙농협 중곡지점',191,202
'201705','576',' 광나루역 3번 출구',449,384
'201705','577',' 광진청소년수련관',789,821
'201705','621',' 동대문중학교 옆',262,249
'201705','137',' NH농협 신촌지점 앞',618,334
'201705','622',' 전농사거리 교통섬',547,845
'201705','623',' 서울시립대 정문 앞',1969,1190
'201705','624',' 전농동 동아아파트 앞',739,789
'201705','625',' 답십리초등학교 앞(현대시장 옆)',607,697
'201705','626',' 군자교 서측 녹지대',383,432
'201705','627',' 장안동삼거리 교통섬',387,449
'201705','628',' 휘봉고등학교 앞',139,184
'201705','630',' 동대문구 보건소',760,866
'201705','631',' 답십리역 1번출구',1000,1104
'201705','102',' 망원역 1번출구 앞',1969,1736
'201705','138',' 신촌동 제1공영주차장 앞',898,756
'201705','633',' 청량리 기업은행 앞',1035,1293
'201705','634',' 외국어대 정문 앞',1670,1760
'201705','635',' 시조사 앞 (청량고정문 옆)',786,779
'201705','636',' 세종대왕기념관 교차로',328,470
'201705','637',' KAIST 경영대학 앞',507,440
'201705','638',' 서울시립대 정보기술관',621,923
'201705','639',' 서울시립대 후문',1314,1017
'201705','640',' KEB하나은행 청량리역지점',438,455
'201705','641',' 용두역 4번출구',1076,1218
'201705','642',' 신답역 사거리',511,471
'201705','140',' 이화여대 후문',712,716
'201705','643',' 동대문구민체육센터 (육교아래)',441,489
'201705','230',' 영등포구청역 1번출구',1637,1501
'201705','260',' 여의도 마리나선착장 앞',408,359
'201705','262',' 영문초등학교 사거리',785,851
'201705','263',' 근로자회관 사거리',661,638
'201705','264',' 교보생명보험 앞',495,483
'201705','265',' 영등포유통상가 사거리',351,318
'201705','141',' 연대 대운동장 옆',846,684
'201705','266',' 영등포청과시장 사거리',1163,1186
'201705','267',' 삼성화재 사옥 옆',735,704
'201705','268',' 그랜드컨벤션센터 앞',802,806
'201705','270',' 증권거래소후문교차로',398,230
'201705','271',' 샛강생태공원방문자센터 앞',470,398
'201705','272',' 당산육갑문',1794,1826
'201705','716','신정6동 주민센터 인근',682,726
'201705','139',' 연세대 정문 건너편',712,409
'201705','719',' 홍익병원앞 교차로',510,541
'201705','720',' 서울강월초등학교 앞',183,109
'201705','816',' 신용산역 6번출구 앞',1356,1483
'201705','817',' 삼각지역 4번출구 앞',314,331
'201705','818',' 숙명여대 입구 교차로',1033,1155
'201705','819',' 선린인터넷 고등학교',860,945
'201705','820',' 청파동입구 교차로',566,604
'201705','822',' 이촌1동 마을공원',760,819
'201705','823',' 효창동주민센터 앞',376,387
'201705','825',' 서빙고동 주민센터 앞',1752,2399
'201705','199',' 서울 월드컵 경기장',1091,767
'201705','388',' 동성중학교 앞',877,940
'201705','584',' 광진광장 교통섬',1469,957
'201705','585',' 성수2가1동 공영주차장 인근',601,637
'201705','586',' 마장동 주민센터',530,576
'201705','900',' 은평예술회관',615,732
'201705','901',' 응암1동사무소',570,633
'201705','200',' 국회의원회관',471,390
'201705','902',' 진관동 은빛초등학교',207,220
'201705','903',' 은평뉴타운 아이파크',389,395
'201705','904',' 은평뉴타운 푸르지오',465,492
'201705','905',' 구파발역 2번출구',1045,1098
'201705','906',' 연신내역 5번출구150M 아래',1203,1434
'201705','907',' CJ 드림시티',2322,3101
'201705','908',' 구산역 4번출구',516,494
'201705','909',' 백련산 힐스테이트 3차',307,151
'201705','911',' 은평평화공원(역촌역4번출구)',872,864
'201705','201',' 진미파라곤 앞',1144,1069
'201705','912',' 응암오거리',852,1028
'201705','913',' 이마트 은평점',1529,1578
'201705','914',' 새절역 2번출구',1714,2032
'201705','915',' 증산역 4번출구',715,813
'201705','916',' 평생학습관 앞',467,564
'201705','917',' 녹번역 4번출구',623,363
'201705','919',' 서울혁신파크',262,264
'201705','921',' 신도고등학교',402,235
'201705','202',' 국민일보 앞',1664,1882
'201705','922',' 연신내역 4번출구',394,325
'201705','923',' 국민은행 연서지점',375,378
'201705','924',' 메뚜기다리',257,166
'201705','925',' 불광역 2번출구',362,307
'201705','926',' 불광역 8번출구',939,985
'201705','927',' 연신내역 3번출구 인근',392,294
'201705','928',' 은평역사한옥박물관',192,171
'201705','930',' 구 서부경찰서 건너편',209,191
'201705','931',' 역촌파출소',928,1203
'201705','중랑센터','중랑센터',20,22
'201705','932',' 예일여중',632,616
'201705','933',' LG서비스 역촌점',651,738
'201705','587',' KEB하나은행 성수중앙지점',630,510
'201705','588',' 뚝섬 유원지역',898,795
'201705','위트콤','위트콤',91,87
'201705','1001',' 광진교 남단 사거리(디지털프라자앞)',447,367
'201705','1002',' 해공공원(천호동)',211,290
'201705','1003',' 해공도서관앞',354,390
'201705','1004',' 삼성광나루아파트 버스정류장',402,471
'201705','1006',' 롯데캐슬 115동앞',371,356
'201705','1007','암사동 선사유적지',56,59
'201705','1008',' 암사역 3번출구(국민은행앞)',402,527
'201705','1010',' 강동세무서',367,305
'201705','1011',' LIGA 아파트 앞',545,486
'201705','1012',' 서울 상운차량',650,624
'201705','1013',' 강동구청역 1번 출입구',497,483
'201705','1014',' 강동구평생학습관앞',366,387
'201705','103',' 망원역 2번출구 앞',1624,1561
'201705','204',' 국회의사당역 5번출구 옆',762,618
'201705','1016',' 해뜨는 주유소옆 리엔파크 109동앞',293,297
'201705','1017',' 맥도날드(길동)',247,293
'201705','1019',' 다성이즈빌아파트(호원대 대각선 맞은편)',486,540
'201705','1020',' 강동경찰서',453,476
'201705','1021',' 강일동 리슈빌 빌딩앞',460,503
'201705','1022',' 길동 사거리(초소앞)',339,360
'201705','1101',' 개화동상사마을종점 버스정류장',42,49
'201705','1102',' 방화사거리 마을버스 버스정류장',299,348
'201705','203',' 국회의사당역 3번출구 옆',966,1000
'201705','1108',' 공항시장역 1번출구',189,210
'201705','1109',' 공항시장역 4번출구',218,228
'201705','1111',' 마곡엠밸리6_7단지 마곡중학교',743,734
'201705','1113',' 서남환경공원 버스정류장',225,260
'201705','1114',' 서남물재생센터 버스정류장',65,58
'201705','1118',' 증미역 3번출구뒤(등촌두산위브센티움오피스텔)',676,731
'201705','1119',' 염창동 한마음아파트앞(염창동 빛나는 음악학원앞)',328,407
'201705','1120',' 대림경동아파트앞',845,955
'201705','1121',' 가양레포츠센터앞',512,531
'201705','205',' 산업은행 앞',1281,1173
'201705','1122',' 황금내근린공원',683,808
'201705','1123',' 공암나루근린공원 관리사무소옆',786,882
'201705','1124',' 발산역 6번출구옆(다이소앞)',855,909
'201705','1126',' 우장산역 1번출구옆(우장산아이파크105동앞)',314,291
'201705','1127',' 화곡역(에이스정형외과앞) 버스정류장',0,3
'201705','1129',' 화곡역 1번 출구 앞',609,629
'201705','1130',' 화곡본동시장 버스정류장',76,64
'201705','1131',' 꿈돌이공원 앞',426,530
'201705','1132',' 등촌역 7번출구',597,612
'201705','206',' KBS 앞',1177,1142
'201705','1135',' 강서구의회',232,205
'201705','1136',' 등촌2파출소',107,108
'201705','1137',' 등촌2동주민센터',111,106
'201705','1139',' 용문사 버스정류장',347,376
'201705','1141',' 곰달래 문화복지센터 1-1',160,208
'201705','1145',' 곰달래 문화복지센터 1-2',235,262
'201705','1146',' 곰달래사거리',214,280
'201705','1148',' 볏골공원',183,154
'201705','1205',' 종합운동장역 4번출구',568,470
'201705','1206',' 9호선종합운동장역 9번출구',417,349
'201705','1209',' 잠실나루역 (2번 출구 쪽)',698,697
'201705','1213',' 백토공원 앞',208,189
'201705','1215',' 올림픽공원역 1번출구 앞',867,871
'201705','1217',' 송파파인타운 7단지',301,333
'201705','1220',' 잠실본동주민센터뒤 잠실근린공원',389,371
'201705','1222',' 잠실새내역 5번 출구 뒤',1,0
'201705','1224',' 아시아지하보도 2번 출구',343,325
'201705','1229',' 송파체육문화회관 앞',40,64
'201705','209',' 유진투자증권빌딩 앞',1175,1172
'201705','1232',' 롯데마트 주차장 옆',998,1147
'201705','1233',' 잠실3거리(갤러리아팰리스)',371,385
'201705','1234',' 레이크팰리스 동문우측',1,1
'201705','1235',' 잠실트리지움310동 옆',265,297
'201705','1313',' 정릉현대힐스테이트 1차 후문',223,348
'201705','1401',' 극동늘푸른아파트',347,436
'201705','1314',' 정릉꿈에그린1단지 201동 앞',154,168
'201705','210',' IFC몰',1784,1899
'201705','1315',' 고려사대부속중고 정문',246,210
'201705','1402',' 금란주차장 앞',109,131
'201705','1316',' 고려사대부속중고 건너편 ',244,183
'201705','1319',' 종암사거리 분수대',420,569
'201705','1403',' 중화빌딩 앞 (동부시장)',0,7
'201705','1405',' 망우역 1번출구',397,508
'201705','1406',' 망우청소년수련관',67,51
'201705','211',' 여의도역 4번출구 옆',1940,1787
'201705','1410',' 면목 대원칸타빌아파트',97,80
'201705','1412',' 면목초등학교',229,271
'201705','1413',' 봉화산역 5번출구 뒤',207,210
'201705','212',' 여의도역 1번출구 옆',1621,926
'201705','1335',' 석관동 하이마트 사거리',0,1
'201705','1418',' 새솔초등학교',174,165
'201705','1421',' 신내역 4번출구',46,64
'201705','1422',' 신내우디안아파트 1단지',11,19
'201705','1425',' 용마문화복지센터',106,91
'201705','213',' KT앞',1262,957
'201705','1426',' 면목도시개발아파트 1동 앞',154,114
'201705','1434',' 홈플러스 면목동점',230,272
'201705','1438',' 홈플러스 신내점 앞',226,237
'201705','위트콤공장','위트콤공장',28,24
'201705','104',' 합정역 1번출구 앞',1777,1453
'201705','214',' 금융감독원 앞',858,571
'201705','1601',' 석계역 문화광장 내 자전거 보관소',525,540
'201705','1603',' 롯데캐슬 102동 코너(월계주유소건너)',313,365
'201705','1606',' 태릉입구역 3번출구 ',420,455
'201705','1610',' 화랑대역 2번출구 앞',443,436
'201705','1611',' 과기대 입구(우)',702,625
'201705','1616',' 하계2동 공항버스정류장 옆',273,280
'201705','1623',' 노원 구민회관',245,260
'201705','1634',' 당고개공원 대여소',84,93
'201705','1635','4동 주민센터 대여소',21,9
'201705','218',' 증권거래소 앞',640,418
'201705','1636',' 백병원 사거리 농협은행 앞',237,266
'201705','1637',' KT 노원점 건물 앞',464,471
'201705','1702',' 녹천역 1번출구 앞',122,134
'201705','1707',' 도봉구민회관',229,233
'201705','1709',' 쌍문역4번출구 주변',239,254
'201705','1712',' 창동역공영주차장앞',202,274
'201705','219',' 롯데캐슬엠파이어 옆',774,671
'201705','220',' 미성아파트 A동 앞',0,5
'201705','1830',' 빅마켓 금천점 앞',0,1
'201705','1831',' 메이퀸웨딩컨벤션 앞',2,1
'201705','215',' 여의도고교 앞',990,1014
'201705','1504',' 다이소 삼양시장점',143,164
'201705','1506',' 강북문화예술회관',123,127
'201705','1515',' 송천동 주민센터',98,123
'201705','216',' 삼부아파트1동 앞',1039,938
'201705','1519',' 세븐일레븐 수유장미원점 앞',81,77
'201705','1516',' 우이초등학교 후문 옆',86,109
'201705','217',' NH농협은행 앞',816,861
'201705','221',' 여의도초교 앞',1168,1147
'201705','222',' 시범아파트버스정류장 옆',1635,2042
'201705','223',' 진주아파트상가 앞',1063,1000
'201705','105',' 합정역 5번출구 앞',1125,914
'201705','224',' 롯데캐슬 앞',1253,1185
'201705','225',' 앙카라공원 앞',831,616
'201705','226',' 샛강역 1번출구 앞',1170,909
'201705','207',' 여의나루역 1번출구 앞',6920,6949
'201705','상암센터 정비실','상암센터 정비실',11,19
'201705','401',' 상암월드컵파크 10단지 앞',617,641
'201705','402',' 상암월드컵파크 9단지 앞',848,863
'201705','403',' 부엉이공원 앞',586,270
'201705','106',' 합정역 7번출구 앞',2946,2762
'201705','405',' DMC빌 앞',466,580
'201705','406',' 상암월드컵파크 7단지 앞',442,319
'201705','421',' 마포구청 앞',1883,2024
'201705','407',' 마포구 육아종합지원센터',525,451
'201705','408',' LG CNS앞',807,852
'201705','420',' 서울시 공공자전거 상암센터',909,896
'201705','409',' 누리꿈스퀘어 옆',1744,1836
'201705','419',' 홈플러스 앞',2538,2210
'201705','410',' 상암중학교 옆',358,279
'201705','418',' 월드컵경기장역 3번출구 옆',2081,2012
'201705','107',' 신한은행 서교동금융센터점 앞',1491,1767
'201705','411',' DMC홍보관',889,943
'201705','412',' DMC산학협력연구센터 앞',1302,1395
'201705','413',' 상암월드컵파크 3단지 후문',656,548
'201705','417',' DMC역 2번출구 옆',1362,1104
'201705','414',' 상암동주민센터 옆',789,761
'201705','415',' DMC역 9번출구 앞',1489,1264
'201705','416',' 상암월드컵파크 1단지 교차로',789,415
'201705','500',' 어린이대공원역 3번출구 앞',1781,1759
'201705','501',' 광진구의회 앞',2311,2427
'201705','502',' 뚝섬유원지역 1번출구 앞',5164,5867
'201706','108',' 서교동 사거리',1321,1275
'201706','503',' 더샵스타시티 C동 앞',1341,1265
'201706','504',' 신자초교입구교차로',936,1106
'201706','505',' 자양사거리 광진아크로텔 앞',1597,1648
'201706','506',' 금호 어울림 아파트 앞',378,377
'201706','507',' 성수아이에스비즈타워 앞',527,564
'201706','508',' 성수아카데미타워 앞',692,517
'201706','509',' 이마트 버스정류소 옆',1518,1458
'201706','510',' 서울숲 남문 버스정류소 옆',837,912
'201706','511',' 서울숲역 4번 출구 옆',2123,2142
'201706','512',' 뚝섬역 1번 출구 옆',1612,1512
'201706','109',' 제일빌딩 앞',1526,1431
'201706','400',' 상암한화오벨리스크 1차 앞',722,729
'201706','513',' 뚝섬역 5번 출구 정류소 옆',988,1021
'201706','514',' 성수사거리 버스정류장 앞',1280,1280
'201706','515',' 광양중학교 앞',564,554
'201706','516',' 광진메디칼 앞',1139,1069
'201706','300',' 정동사거리',1337,1163
'201706','301',' 경복궁역 7번출구 앞',1282,980
'201706','302',' 경복궁역 4번출구 뒤',1859,1734
'201706','303',' 광화문역 1번출구 앞',1562,1305
'201706','115',' 사루비아 빌딩 앞',1693,1394
'201706','304',' 광화문역 2번출구 앞',1107,957
'201706','305',' 종로구청 옆',1015,1164
'201706','306',' 광화문역 7번출구 앞',1116,923
'201706','307',' 서울역사박물관 앞',1026,864
'201706','308',' 광화문 S타워 앞',617,544
'201706','309',' 광화문역 6번출구 옆',1060,785
'201706','310',' 청계광장 옆',895,718
'201706','311',' 서울광장 옆',2116,1633
'201706','312',' 시청역 1번출구 뒤',1494,1424
'201706','313',' 서울역 광장 파출소 옆',666,734
'201706','110',' 사천교',346,297
'201706','314',' 국립현대미술관',1290,1388
'201706','315',' 신한은행 안국역지점 옆',928,920
'201706','316',' 종각역 1번출구 앞',1726,1557
'201706','318',' 광교사거리 남측',677,632
'201706','320',' 을지로입구역 4번출구 앞',1130,1092
'201706','321',' KEB 하나은행 본점 앞',1169,1051
'201706','322',' 명동성당 앞',805,484
'201706','116',' 일진아이윌아파트 옆',987,1271
'201706','324',' 신세계백화점 본점 앞',1056,974
'201706','326',' 안국역 5번출구 앞',1377,1089
'201706','327',' 낙원상가 옆',1195,1032
'201706','328',' 탑골공원 앞',1457,1230
'201706','329',' 청계2가 사거리 옆',1379,1427
'201706','330',' 청계천 한빛광장',871,895
'201706','331',' 을지로2가 사거리 북측',882,780
'201706','332',' 을지로2가 사거리 남측',778,619
'201706','111',' 상수역 2번출구 앞',1661,1500
'201706','334',' 종로3가역 2번출구 뒤',1653,1573
'201706','335',' 종로3가역 15번출구 앞',973,898
'201706','336',' 티마크 호텔 앞',1211,1076
'201706','337',' 창경궁 입구',509,413
'201706','338',' 세운스퀘어 앞',1363,1522
'201706','339',' 종로4가 사거리',1632,1601
'201706','340',' 혜화동 로터리',1566,1718
'201706','341',' 혜화역 3번출구 뒤',1245,1065
'201706','342',' 대학로 마로니에공원',1714,1816
'201706','343',' 예일빌딩(율곡로) 앞',679,610
'201706','112',' 극동방송국 앞',1856,1817
'201706','344',' 성균관대 E하우스 앞',1349,1352
'201706','345',' 서울보증보험본사 앞',921,982
'201706','346',' 맥스타일 앞',1695,1832
'201706','347',' 동대문역사문화공원역 9번출구 앞',1386,1353
'201706','349',' 사직동주민센터',791,622
'201706','350','KEB 하나은행(내자동 지점) 앞',0,1
'201706','351',' 청운초교 앞 삼거리',1220,1304
'201706','352',' 중앙고입구 삼거리',459,162
'201706','353',' 재동초교 앞 삼거리',804,678
'201706','117',' 홍은사거리',1139,1338
'201706','354',' 포르투갈 대사관 앞',1010,844
'201706','355',' 서울사대부속초교 앞',1184,1078
'201706','356',' KT혜화지사 앞',1355,1036
'201706','358',' 성대입구 사거리',2434,2587
'201706','359',' 원남동사거리',1271,1209
'201706','361',' 동묘앞역 1번출구 뒤',1367,1450
'201706','362',' 청계8가 사거리',758,701
'201706','363',' 신설동역 11번출구 뒤',904,977
'201706','364',' 창신역 1번출구 앞',735,635
'201706','113',' 홍대입구역 2번출구 앞',4496,5355
'201706','367',' 독립문역 3-1번출구 ',669,735
'201706','368',' SK 서린빌딩 앞',767,752
'201706','369',' 광화문 시민열린마당',963,894
'201706','348',' 독립문역 사거리',230,231
'201706','370',' 시청역(2호선) 9번출구 뒤',722,577
'201706','371',' 동대입구역 6번출구 뒤',662,667
'201706','372',' 약수역 3번출구 뒤',542,511
'201706','373',' 청구 어린이공원',123,115
'201706','374',' 청구역 2번출구 앞',499,564
'201706','118',' 광흥창역 2번출구 앞',1426,1473
'201706','375',' 다산 어린이공원',576,630
'201706','377',' 서울역 4번출구 앞',491,494
'201706','378',' 청계7가 사거리',1117,992
'201706','379',' 서울역9번출구',592,546
'201706','380',' CJ제일제당 앞',683,579
'201706','381',' 장충체육관',229,96
'201706','382',' 약수역 10번출구 앞',417,387
'201706','383',' 신당역 12번 출구 뒤',1359,1307
'201706','384',' 종로학원본원 ',528,500
'201706','114',' 홍대입구역 8번출구 앞',2230,2156
'201706','142',' 아현역 4번출구 앞',799,806
'201706','143',' 공덕역 2번출구',1154,1200
'201706','144',' 공덕역 8번출구',2345,2684
'201706','145',' 공덕역 5번출구',982,934
'201706','146',' 마포역 1번출구 뒤',1843,1946
'201706','147',' 마포역 4번출구 뒤',1413,1799
'201706','148',' 용강동 주민센터 앞',1010,1174
'201706','150',' 서강대역 2번출구 앞',1375,1325
'201706','151',' 망원1동주민센터',1091,1227
'201706','152',' 마포구민체육센터 앞',3428,4179
'201706','119',' 서강나루 공원',1288,1383
'201706','153',' 성산2교 사거리',1405,1527
'201706','154',' 마포구청역 ',1583,1855
'201706','155',' 가좌역1 번출구 뒤',1008,1038
'201706','156',' 서울서부지방법원 앞',1000,1196
'201706','157',' 애오개역 4번출구 앞',1118,1476
'201706','158',' 독립문 어린이 공원',937,959
'201706','159',' 이대역 4번 출구',769,461
'201706','160',' 북아현동 가구거리',688,559
'201706','161',' 무악재역1번 출구',438,457
'201706','162',' 봉원고가차도 밑',1072,721
'201706','120',' 신수동 사거리',624,682
'201706','163',' 명지전문대학교 정문 앞',791,718
'201706','164',' 북가좌1동 주민센터 ',458,349
'201706','165',' 중앙근린공원',1027,856
'201706','166',' 가재울 초등학교',1150,1311
'201706','167',' 연가초등학교 옆',410,149
'201706','168',' 남가좌동 사거리',361,259
'201706','169',' 북가좌 삼거리',379,310
'201706','170',' 가재울 뉴타운 주유소 옆',885,1064
'201706','171',' 임광빌딩 앞',728,708
'201706','172',' 서대문소방서',717,662
'201706','121',' 마포소방서 앞',550,595
'201706','173',' 서대문역 8번출구 앞',940,929
'201706','175',' 홍연2교옆',1588,1741
'201706','179',' 가좌역 4번출구 앞',1155,1164
'201706','180',' 충정로역 7번출구 뒤',815,653
'201706','518',' 청계천 박물관 앞',541,577
'201706','519',' 양지사거리',816,641
'201706','520',' 상왕십리역 4번 출구 앞',933,686
'201706','521',' 왕십리역 11번 출구 앞',1375,1226
'201706','522',' 금호역 1번출구 앞',152,198
'201706','523',' 옥수동성당 옆',139,52
'201706','122',' 신성기사식당 앞',1167,1303
'201706','524',' 래미안금호하이리버 아파트 102동 옆',231,194
'201706','525',' 한양대병원사거리',2321,2180
'201706','526',' 용답토속공원 앞',605,693
'201706','529',' 장한평역 8번 출구 앞',1044,1019
'201706','530',' 청계벽산아파트 앞',579,643
'201706','533',' 우리은행 금호동 지점 앞',219,301
'201706','534',' 금호사거리',352,338
'201706','535',' 응봉삼거리',760,678
'201706','536',' 행당역 2번출구 앞',650,706
'201706','537',' 한양대후문역 부근',1206,1131
'201706','123',' 문화촌 공원',413,395
'201706','538',' 답십리역 8번출구 앞',733,802
'201706','550',' 서울시설공단 앞',705,723
'201706','539',' 군자교교차로',887,874
'201706','540',' 군자역 7번출구 베스트샵 앞',2427,2747
'201706','542',' 강변역 4번출구 뒤',652,657
'201706','543',' 구의공원(테크노마트 앞)',736,568
'201706','544',' 광남중학교',575,631
'201706','546',' 잠실대교북단 교차로',622,673
'201706','548',' 자양나들목',1099,1082
'201706','549',' 아차산역 3번출구',810,880
'201706','124',' 서강대 정문 건너편',1681,1415
'201706','600',' 휘경2동 주민센터',606,627
'201706','601',' 용신동주민센터',408,427
'201706','602',' 장안동 사거리',1145,1457
'201706','604',' 답십리초등학교 옆 공원',310,407
'201706','605',' 신설동역8번출구',469,476
'201706','606',' 휘경공고앞',220,307
'201706','607',' 신이문역 2번출구',458,527
'201706','608',' 전농삼성아파트',230,261
'201706','609',' 제기2교',1113,1299
'201706','125',' 서강대 남문 옆',1594,1697
'201706','610',' 동대문중 교차로',459,459
'201706','612',' 시립동부병원 앞 사거리',660,743
'201706','613',' 신설동역 10번출구 앞',830,823
'201706','614',' 용두동 사거리',1495,1578
'201706','615',' 용두동 레미안허브리츠아파트 앞',625,734
'201706','616',' 서울시립대 앞',625,311
'201706','617',' 청솔우성아파트 앞',641,827
'201706','227',' 양평2나들목 보행통로 입구',704,789
'201706','228',' 선유도역 3번출구 앞',1630,1774
'201706','229',' 양평1 보행육교 앞',920,913
'201706','126',' 서강대 후문 옆',1905,1948
'201706','231',' 남부고용노동지청 남측',445,465
'201706','232',' 양평우림 이비즈센타 앞',1400,1403
'201706','233',' YP 센터 앞',170,134
'201706','234',' 영등포구민체육센터 앞',307,325
'201706','235',' 신길동 우리은행 옆',355,406
'201706','236',' 문래동자이아파트 앞',599,488
'201706','237',' 보라매 두산위브 건너편',700,881
'201706','238',' 제2구민체육센타 앞',1287,1244
'201706','239',' 유스호스텔 앞',1034,1042
'201706','240',' 문래역 4번출구 앞',915,756
'201706','127',' 현대벤처빌 앞',681,396
'201706','241',' 신길우성1차아파트 앞 공원',384,380
'201706','242',' 신길선원가와인아파트 앞',568,627
'201706','243',' 이앤씨드림타워 앞',858,808
'201706','244',' 영등포삼환아파트 앞',1552,1735
'201706','245',' 삼성생명 당산사옥 앞',1201,1185
'201706','247',' 당산역 10번출구 앞',2641,2579
'201706','248',' 초원아파트 앞',1389,1415
'201706','249',' 여의도중학교 옆',753,866
'201706','250',' 대림아파트 사거리',392,409
'201706','251',' 서울지방병무청 버스정류장',448,424
'201706','101',' (구)합정동 주민센터',611,642
'201706','128',' 신촌역(2호선) 1번출구 옆',1611,1533
'201706','252',' 보라매역4번출구',789,813
'201706','253',' 신풍역 5번출구 인근',619,588
'201706','254',' 도림신협 앞',205,258
'201706','255',' 도림4거리',315,435
'201706','256',' 동아에코빌입구',385,412
'201706','257',' 신길삼거리(우리은행)',1011,1282
'201706','258',' 신길역3번출구',1080,1101
'201706','259',' 대방역6번출구',1955,2069
'201706','700',' KB국민은행 염창역 지점 앞',961,1122
'201706','701',' 목동사거리 부근',359,501
'201706','129',' 신촌역(2호선) 6번출구 옆',1045,961
'201706','702',' 목4동주민센터 옆',304,386
'201706','703',' 오목교역 7번출구 앞',2283,2420
'201706','704',' 남부법원검찰청 교차로',782,800
'201706','706',' 신정네거리역',517,713
'201706','707',' 신정3동주민센터',378,355
'201706','708',' 서울출입국관리사무소 앞',620,733
'201706','709',' 신정3동 현장민원실 앞',130,148
'201706','710',' 서부화물트럭터미널 사거리',225,231
'201706','711',' 신일해피트리아파트 앞',169,94
'201706','712',' 강월초교입구 사거리',239,400
'201706','130',' 신촌역(2호선) 7번출구 앞',1226,1366
'201706','713',' 양서중학교 옆',199,213
'201706','714',' 한국SGI 양천문화회관 앞',238,285
'201706','800',' 목월공원 앞',839,973
'201706','802',' 한강진역 2번 출구 앞',417,244
'201706','803',' 한남초교 앞 보도육교',242,197
'201706','805',' 문배어린이공원 앞',694,912
'201706','806',' 전자랜드 본관 앞',775,636
'201706','807',' 서울역 12번 출구 앞',794,826
'201706','808',' 서빙고동 금호맨션 앞',247,273
'201706','131',' 증산2교',872,1092
'201706','809',' 한남 유수지 복개주차장',1168,1330
'201706','810',' 이태원지하보도',469,388
'201706','811',' 녹사평역1번출구',1157,620
'201706','812',' 용산전쟁기념관',471,404
'201706','813',' 삼각지역 3번출구',711,704
'201706','815',' LIG강촌아파트 103동앞',723,755
'201706','385',' 종각역 5번출구',1372,1352
'201706','386',' 올림픽기념 국민생활관 앞',778,643
'201706','387',' 훈련원공원주차장 앞',626,548
'201706','181',' 망원초록길 입구',278,238
'201706','132',' 창천문화공원',1383,1144
'201706','182',' 망원2빗물펌프장 앞',1379,1445
'201706','183',' 하늘채코오롱아파트 건너편',2091,2180
'201706','184',' SK망원동주유소 건너편',1160,1161
'201706','185',' 마포 신수공원 앞',1170,1084
'201706','186',' 월드컵공원',1676,1748
'201706','177',' 북가좌 초등학교',248,279
'201706','188',' 홍은동 정원여중 입구',654,645
'201706','191',' 정명학원',526,541
'201706','192',' 연서어린이공원',511,550
'201706','178',' 증산3교 앞',490,533
'201706','133',' 해담는다리',747,902
'201706','194',' 증산교 앞',1292,1356
'201706','195',' 모래내고가차도 ',656,472
'201706','196',' 연희교차로 인근',621,548
'201706','198',' 충정2교',743,533
'201706','556',' 달맞이공원',279,290
'201706','557',' 도선동 주민센터 앞',641,747
'201706','558',' 성동광진 교육지원청 앞',1022,888
'201706','134',' 연세로 명물길',787,700
'201706','559',' 왕십리역 4번 출구 건너편',1315,1306
'201706','560',' 비전교회 앞',791,793
'201706','561',' 서울숲역 2번출구 앞',1027,986
'201706','562',' 군자지하보도 앞',659,654
'201706','563',' 성동세무서 건너편',1111,1386
